t,F
1.975500000000000000e+03,-1.636639812381081072e+01
1.975583333000000039e+03,-1.636194357347218897e+01
1.975666666999999961e+03,-1.640076367545154667e+01
1.975750000000000000e+03,-1.640049686661020800e+01
1.975833333000000039e+03,-1.640022892910218388e+01
1.975916666999999961e+03,-1.639995897843932582e+01
1.976000000000000000e+03,-1.639966966243150637e+01
1.976083333000000039e+03,-1.639939832822209453e+01
1.976166666999999961e+03,-1.639426109756235306e+01
1.976250000000000000e+03,-1.639398617376458134e+01
1.976333333000000039e+03,-1.638881871719977568e+01
1.976416666999999961e+03,-1.638853928600641296e+01
1.976500000000000000e+03,-1.638334067627958390e+01
1.976583333000000039e+03,-1.638305850186506873e+01
1.976666666999999961e+03,-1.640607535994124433e+01
1.976750000000000000e+03,-1.640376859107885110e+01
1.976833333000000039e+03,-1.640145513930559318e+01
1.976916666999999961e+03,-1.639913411329620629e+01
1.977000000000000000e+03,-1.639680727270944161e+01
1.977083333000000039e+03,-1.639447372837917172e+01
1.977166666999999961e+03,-1.639213258250441640e+01
1.977250000000000000e+03,-1.638978560770530279e+01
1.977333333000000039e+03,-1.638743190834424723e+01
1.977416666999999961e+03,-1.638507058013572504e+01
1.977500000000000000e+03,-1.638270340867657993e+01
1.977583333000000039e+03,-1.638032949184859532e+01
1.977666666999999961e+03,-1.639382785472617954e+01
1.977750000000000000e+03,-1.639427348961832465e+01
1.977833333000000039e+03,-1.639471784813658317e+01
1.977916666999999961e+03,-1.639516004371368751e+01
1.978000000000000000e+03,-1.639560185437816386e+01
1.978083333000000039e+03,-1.639604675588356031e+01
1.978166666999999961e+03,-1.639648513533710528e+01
1.978250000000000000e+03,-1.639207169758075366e+01
1.978333333000000039e+03,-1.639251070781204689e+01
1.978416666999999961e+03,-1.638807605070433837e+01
1.978500000000000000e+03,-1.638851478938912720e+01
1.978583333000000039e+03,-1.638406066503512193e+01
1.978666666999999961e+03,-1.640861239015728046e+01
1.978750000000000000e+03,-1.640582100646526342e+01
1.978833333000000039e+03,-1.640302027927031148e+01
1.978916666999999961e+03,-1.640020931713307917e+01
1.979000000000000000e+03,-1.639738987614411769e+01
1.979083333000000039e+03,-1.639454184638771395e+01
1.979166666999999961e+03,-1.639170271438969806e+01
1.979250000000000000e+03,-1.638883575242327595e+01
1.979333333000000039e+03,-1.638597867711670730e+01
1.979416666999999961e+03,-1.638309185419910108e+01
1.979500000000000000e+03,-1.638021591218330286e+01
1.979583333000000039e+03,-1.637731099181357308e+01
1.979666666999999961e+03,-1.638411070237736311e+01
1.979750000000000000e+03,-1.638286717345473775e+01
1.979833333000000039e+03,-1.638162101268141413e+01
1.979916666999999961e+03,-1.638037131450475314e+01
1.980000000000000000e+03,-1.637911987714141304e+01
1.980083333000000039e+03,-1.637786579616977178e+01
1.980166666999999961e+03,-1.637660816260931895e+01
1.980250000000000000e+03,-1.637038497009002569e+01
1.980333333000000039e+03,-1.636911676367089896e+01
1.980416666999999961e+03,-1.636284417800695934e+01
1.980500000000000000e+03,-1.636156446079978366e+01
1.980583333000000039e+03,-1.635524427019525717e+01
1.980666666999999961e+03,-1.639271046346220473e+01
1.980750000000000000e+03,-1.638875394934317598e+01
1.980833333000000039e+03,-1.638478026487204531e+01
1.980916666999999961e+03,-1.638078849914643698e+01
1.981000000000000000e+03,-1.637678044142045053e+01
1.981083333000000039e+03,-1.637275518448840117e+01
1.981166666999999961e+03,-1.636871180659585789e+01
1.981250000000000000e+03,-1.636465211893999339e+01
1.981333333000000039e+03,-1.636057520346521343e+01
1.981416666999999961e+03,-1.635648012756030667e+01
1.981500000000000000e+03,-1.635236872437329581e+01
1.981583333000000039e+03,-1.634824006499342275e+01
1.981666666999999961e+03,-1.636392399319280955e+01
1.981750000000000000e+03,-1.636512694038730942e+01
1.981833333000000039e+03,-1.636632736059739202e+01
1.981916666999999961e+03,-1.636750459039017258e+01
1.982000000000000000e+03,-1.636869999283972277e+01
1.982083333000000039e+03,-1.636987317192311764e+01
1.982166666999999961e+03,-1.636607768534922869e+01
1.982250000000000000e+03,-1.636725174659635584e+01
1.982333333000000039e+03,-1.636344521676194574e+01
1.982416666999999961e+03,-1.636461923683258135e+01
1.982500000000000000e+03,-1.636080072320581280e+01
1.982583333000000039e+03,-1.636197652842662720e+01
1.982666666999999961e+03,-1.639408187652207971e+01
1.982750000000000000e+03,-1.639072496656580924e+01
1.982833333000000039e+03,-1.638735536410641203e+01
1.982916666999999961e+03,-1.638415633706698671e+01
1.983000000000000000e+03,-1.638076195217426090e+01
1.983083333000000039e+03,-1.637754025913407574e+01
1.983166666999999961e+03,-1.637412015229827844e+01
1.983250000000000000e+03,-1.637087486024561755e+01
1.983333333000000039e+03,-1.636743080779295667e+01
1.983416666999999961e+03,-1.636416096864779846e+01
1.983500000000000000e+03,-1.636069202816509005e+01
1.983583333000000039e+03,-1.635739943689916487e+01
1.983666666999999961e+03,-1.635707951980999297e+01
1.983750000000000000e+03,-1.635662570738684707e+01
1.983833333000000039e+03,-1.635617059772805604e+01
1.983916666999999961e+03,-1.635571326560419436e+01
1.984000000000000000e+03,-1.635525555679331333e+01
1.984083333000000039e+03,-1.635479654646526271e+01
1.984166666999999961e+03,-1.635433530815681280e+01
1.984250000000000000e+03,-1.635387369007939640e+01
1.984333333000000039e+03,-1.634833960321189750e+01
1.984416666999999961e+03,-1.634787226839266339e+01
1.984500000000000000e+03,-1.634230440901890802e+01
1.984583333000000039e+03,-1.634183319300503712e+01
1.984666666999999961e+03,-1.636208170450018429e+01
1.984750000000000000e+03,-1.635820706426014226e+01
1.984833333000000039e+03,-1.635431681979978435e+01
1.984916666999999961e+03,-1.635041003335196308e+01
1.985000000000000000e+03,-1.634646839068372159e+01
1.985083333000000039e+03,-1.634253120011809557e+01
1.985166666999999961e+03,-1.633855712102739588e+01
1.985250000000000000e+03,-1.633458856101243484e+01
1.985333333000000039e+03,-1.633058388307087938e+01
1.985416666999999961e+03,-1.632658297111269619e+01
1.985500000000000000e+03,-1.632254671882054708e+01
1.985583333000000039e+03,-1.631851531358046969e+01
1.985666666999999961e+03,-1.633577102429871175e+01
1.985750000000000000e+03,-1.633560761364216063e+01
1.985833333000000039e+03,-1.633544305342921632e+01
1.985916666999999961e+03,-1.633527640139504200e+01
1.986000000000000000e+03,-1.633510954042704455e+01
1.986083333000000039e+03,-1.633494152839841718e+01
1.986166666999999961e+03,-1.633477142259797077e+01
1.986250000000000000e+03,-1.633460110677607346e+01
1.986333333000000039e+03,-1.632926748074448753e+01
1.986416666999999961e+03,-1.632909316662458465e+01
1.986500000000000000e+03,-1.632373037756375567e+01
1.986583333000000039e+03,-1.632355393677118727e+01
1.986666666999999961e+03,-1.633488598374162493e+01
1.986750000000000000e+03,-1.633546123898821278e+01
1.986833333000000039e+03,-1.633603505371599951e+01
1.986916666999999961e+03,-1.633660648913225799e+01
1.987000000000000000e+03,-1.633717742876228485e+01
1.987083333000000039e+03,-1.633774693330699179e+01
1.987166666999999961e+03,-1.633831406545331077e+01
1.987250000000000000e+03,-1.633855039280033949e+01
1.987333333000000039e+03,-1.633714501289347254e+01
1.987416666999999961e+03,-1.633737842330837253e+01
1.987500000000000000e+03,-1.633596927772233443e+01
1.987583333000000039e+03,-1.633620164743812708e+01
1.987666666999999961e+03,-1.633798690226042183e+01
1.987750000000000000e+03,-1.633767969008750143e+01
1.987833333000000039e+03,-1.633737126950725127e+01
1.987916666999999961e+03,-1.633706069936416228e+01
1.988000000000000000e+03,-1.633674985886258924e+01
1.988083333000000039e+03,-1.633641745828284897e+01
1.988166666999999961e+03,-1.633610324766641497e+01
1.988250000000000000e+03,-1.633577155345312804e+01
1.988333333000000039e+03,-1.633545585149540713e+01
1.988416666999999961e+03,-1.632996189704069678e+01
1.988500000000000000e+03,-1.632964232127309856e+01
1.988583333000000039e+03,-1.632411776830288375e+01
1.988666666999999961e+03,-1.634064701457679192e+01
1.988750000000000000e+03,-1.634000914786945913e+01
1.988833333000000039e+03,-1.633936978770455184e+01
1.988916666999999961e+03,-1.633872799335932413e+01
1.989000000000000000e+03,-1.633808563982330142e+01
1.989083333000000039e+03,-1.633744178692849758e+01
1.989166666999999961e+03,-1.633553749223038309e+01
1.989250000000000000e+03,-1.633488989898051358e+01
1.989333333000000039e+03,-1.633297982704304019e+01
1.989416666999999961e+03,-1.633232753678744587e+01
1.989500000000000000e+03,-1.633041072836091701e+01
1.989583333000000039e+03,-1.632975561628684247e+01
1.989666666999999961e+03,-1.635697310261572923e+01
1.989750000000000000e+03,-1.635670742748830619e+01
1.989833333000000039e+03,-1.635644058308150761e+01
1.989916666999999961e+03,-1.635617164516467881e+01
1.990000000000000000e+03,-1.635589365032475229e+01
1.990083333000000039e+03,-1.635562329067318288e+01
1.990166666999999961e+03,-1.635534202044803109e+01
1.990250000000000000e+03,-1.635506931224950833e+01
1.990333333000000039e+03,-1.634972211072915016e+01
1.990416666999999961e+03,-1.634944486168203426e+01
1.990500000000000000e+03,-1.634406679776841642e+01
1.990583333000000039e+03,-1.634378684268213533e+01
1.990666666999999961e+03,-1.637510565193556999e+01
1.990750000000000000e+03,-1.637298527578883167e+01
1.990833333000000039e+03,-1.637085935866188890e+01
1.990916666999999961e+03,-1.636870725145202243e+01
1.991000000000000000e+03,-1.636657019038248606e+01
1.991083333000000039e+03,-1.636440775537511527e+01
1.991166666999999961e+03,-1.636225860916614749e+01
1.991250000000000000e+03,-1.636008490895767409e+01
1.991333333000000039e+03,-1.635792548649546418e+01
1.991416666999999961e+03,-1.635573957403309464e+01
1.991500000000000000e+03,-1.635356893219647034e+01
1.991583333000000039e+03,-1.635137262789647750e+01
1.991666666999999961e+03,-1.637239135154138481e+01
1.991750000000000000e+03,-1.637212909813524320e+01
1.991833333000000039e+03,-1.637186569159869265e+01
1.991916666999999961e+03,-1.637160022151377348e+01
1.992000000000000000e+03,-1.637133450597372075e+01
1.992083333000000039e+03,-1.637106763478907823e+01
1.992166666999999961e+03,-1.637079869680696120e+01
1.992250000000000000e+03,-1.637052951155310510e+01
1.992333333000000039e+03,-1.636527023558616278e+01
1.992416666999999961e+03,-1.636499655308106682e+01
1.992500000000000000e+03,-1.635970651058226721e+01
1.992583333000000039e+03,-1.635876947011406202e+01
1.992666666999999961e+03,-1.637616913757904058e+01
1.992750000000000000e+03,-1.637548051931193527e+01
1.992833333000000039e+03,-1.637497623877478148e+01
1.992916666999999961e+03,-1.637428373691390249e+01
1.993000000000000000e+03,-1.637377669766974719e+01
1.993083333000000039e+03,-1.637307345552567739e+01
1.993166666999999961e+03,-1.637256273780297278e+01
1.993250000000000000e+03,-1.637185648617291989e+01
1.993333333000000039e+03,-1.637134389963975778e+01
1.993416666999999961e+03,-1.637063372055719768e+01
1.993500000000000000e+03,-1.637011834916108555e+01
1.993583333000000039e+03,-1.636940605473232679e+01
1.993666666999999961e+03,-1.638034794296217100e+01
1.993750000000000000e+03,-1.637872371495548407e+01
1.993833333000000039e+03,-1.637709576782859600e+01
1.993916666999999961e+03,-1.637546319049315002e+01
1.994000000000000000e+03,-1.637380815752299057e+01
1.994083333000000039e+03,-1.637216898983098545e+01
1.994166666999999961e+03,-1.637050547682308732e+01
1.994250000000000000e+03,-1.636885879260838550e+01
1.994333333000000039e+03,-1.636718859906417833e+01
1.994416666999999961e+03,-1.636052132519531099e+01
1.994500000000000000e+03,-1.635883538033071005e+01
1.994583333000000039e+03,-1.635211259803008588e+01
1.994666666999999961e+03,-1.638999320850171770e+01
1.994750000000000000e+03,-1.638689910410407791e+01
1.994833333000000039e+03,-1.638379413727655276e+01
1.994916666999999961e+03,-1.638067739819167556e+01
1.995000000000000000e+03,-1.637755067826486410e+01
1.995083333000000039e+03,-1.637441307052603534e+01
1.995166666999999961e+03,-1.637126365664600058e+01
1.995250000000000000e+03,-1.636810424512638207e+01
1.995333333000000039e+03,-1.636493392049725060e+01
1.995416666999999961e+03,-1.636175175591648312e+01
1.995500000000000000e+03,-1.635855957698707286e+01
1.995583333000000039e+03,-1.635616940338221781e+01
1.995666666999999961e+03,-1.636730381262357170e+01
1.995750000000000000e+03,-1.636673758509742882e+01
1.995833333000000039e+03,-1.636616995588677881e+01
1.995916666999999961e+03,-1.636559128160740784e+01
1.996000000000000000e+03,-1.636502083838517052e+01
1.996083333000000039e+03,-1.636444025163494231e+01
1.996166666999999961e+03,-1.636386607113800906e+01
1.996250000000000000e+03,-1.636328264963859525e+01
1.996333333000000039e+03,-1.636270655716759492e+01
1.996416666999999961e+03,-1.635709054042927946e+01
1.996500000000000000e+03,-1.635650885920584585e+01
1.996583333000000039e+03,-1.635085792592371234e+01
1.996666666999999961e+03,-1.635617184143663039e+01
1.996750000000000000e+03,-1.635599866398338875e+01
1.996833333000000039e+03,-1.635582435440549176e+01
1.996916666999999961e+03,-1.635564798830060695e+01
1.997000000000000000e+03,-1.635547141269593396e+01
1.997083333000000039e+03,-1.635539279355763398e+01
1.997166666999999961e+03,-1.635521304124186770e+01
1.997250000000000000e+03,-1.635513219328107937e+01
1.997333333000000039e+03,-1.635520762950669038e+01
1.997416666999999961e+03,-1.635512364384528894e+01
1.997500000000000000e+03,-1.635410284410150794e+01
1.997583333000000039e+03,-1.635401749520954340e+01
1.997666666999999961e+03,-1.636024541106191776e+01
1.997750000000000000e+03,-1.635797761842935216e+01
1.997833333000000039e+03,-1.635570377730979175e+01
1.997916666999999961e+03,-1.635342295533692436e+01
1.998000000000000000e+03,-1.635113699563453338e+01
1.998083333000000039e+03,-1.634884496785934971e+01
1.998166666999999961e+03,-1.634654593357904417e+01
1.998250000000000000e+03,-1.634424174805716490e+01
1.998333333000000039e+03,-1.633680507792777448e+01
1.998416666999999961e+03,-1.633447677222976324e+01
1.998500000000000000e+03,-1.632697029783317078e+01
1.998583333000000039e+03,-1.632461971687215296e+01
1.998666666999999961e+03,-1.634300676213432979e+01
1.998750000000000000e+03,-1.633884115424379857e+01
1.998833333000000039e+03,-1.633602503280316753e+01
1.998916666999999961e+03,-1.633182920036173158e+01
1.999000000000000000e+03,-1.632898359923412812e+01
1.999083333000000039e+03,-1.632475935758496277e+01
1.999166666999999961e+03,-1.632189224509212622e+01
1.999250000000000000e+03,-1.631763861369872259e+01
1.999333333000000039e+03,-1.631475186086622031e+01
1.999416666999999961e+03,-1.631046784462710875e+01
1.999500000000000000e+03,-1.630756046501995016e+01
1.999583333000000039e+03,-1.630324795096003498e+01
1.999666666999999961e+03,-1.631703089390262207e+01
1.999750000000000000e+03,-1.631676862658551741e+01
1.999833333000000039e+03,-1.631650515486261455e+01
1.999916666999999961e+03,-1.631621879406213083e+01
2.000000000000000000e+03,-1.631595290631484474e+01
2.000083333000000039e+03,-1.631566507582866166e+01
2.000166666999999961e+03,-1.631539581011643847e+01
2.000250000000000000e+03,-1.631510554837794658e+01
2.000333333000000039e+03,-1.631483481897242882e+01
2.000416666999999961e+03,-1.631454116320661640e+01
2.000500000000000000e+03,-1.630901100902856626e+01
2.000583333000000039e+03,-1.630871457559257465e+01
2.000666666999999961e+03,-1.632483621668247764e+01
2.000750000000000000e+03,-1.632133443184579846e+01
2.000833333000000039e+03,-1.631782048000043872e+01
2.000916666999999961e+03,-1.631429339277054780e+01
2.001000000000000000e+03,-1.631075507830558990e+01
2.001083333000000039e+03,-1.630720457126557221e+01
2.001166666999999961e+03,-1.630364089427725105e+01
2.001250000000000000e+03,-1.630006597360176102e+01
2.001333333000000039e+03,-1.629647883489987947e+01
2.001416666999999961e+03,-1.629287849179161185e+01
2.001500000000000000e+03,-1.628926688866124906e+01
2.001583333000000039e+03,-1.628564304216688896e+01
2.001666666999999961e+03,-1.631121051894025342e+01
2.001750000000000000e+03,-1.631047776892516410e+01
2.001833333000000039e+03,-1.630974340170357806e+01
2.001916666999999961e+03,-1.630900645074933664e+01
2.002000000000000000e+03,-1.630826884192315518e+01
2.002083333000000039e+03,-1.630752040006330006e+01
2.002166666999999961e+03,-1.630677856940207349e+01
2.002250000000000000e+03,-1.630602685483464143e+01
2.002333333000000039e+03,-1.630528272532424339e+01
2.002416666999999961e+03,-1.630452676166621728e+01
2.002500000000000000e+03,-1.629847372661773974e+01
2.002583333000000039e+03,-1.629771201930666891e+01
2.002666666999999961e+03,-1.629549414414996633e+01
2.002750000000000000e+03,-1.629456513505724047e+01
2.002833333000000039e+03,-1.629363422861333532e+01
2.002916666999999961e+03,-1.629270044402507267e+01
2.003000000000000000e+03,-1.629174456102329671e+01
2.003083333000000039e+03,-1.629100877372822964e+01
2.003166666999999961e+03,-1.629004820710054702e+01
2.003250000000000000e+03,-1.628930903168165401e+01
2.003333333000000039e+03,-1.628834573087515025e+01
2.003416666999999961e+03,-1.628760217613490013e+01
2.003500000000000000e+03,-1.628663515050526200e+01
2.003583333000000039e+03,-1.628588917096283240e+01
2.003666666999999961e+03,-1.630235992305243187e+01
2.003750000000000000e+03,-1.630051744394296165e+01
2.003833333000000039e+03,-1.629867087943179271e+01
2.003916666999999961e+03,-1.629681924971409401e+01
2.004000000000000000e+03,-1.629496449730019592e+01
2.004083333000000039e+03,-1.629310564393587057e+01
2.004166666999999961e+03,-1.629124170514559111e+01
2.004250000000000000e+03,-1.628937463276993469e+01
2.004333333000000039e+03,-1.628750344388475924e+01
2.004416666999999961e+03,-1.628023844640772921e+01
2.004500000000000000e+03,-1.627835056134084724e+01
2.004583333000000039e+03,-1.627095313672605670e+01
2.004666666999999961e+03,-1.630174210299500714e+01
2.004750000000000000e+03,-1.630075468300085362e+01
2.004833333000000039e+03,-1.629976526729140573e+01
2.004916666999999961e+03,-1.629876309290971648e+01
2.005000000000000000e+03,-1.629776966798432625e+01
2.005083333000000039e+03,-1.629676443466216185e+01
2.005166666999999961e+03,-1.629576601418589021e+01
2.005250000000000000e+03,-1.629475673722634710e+01
2.005333333000000039e+03,-1.629375525969429717e+01
2.005416666999999961e+03,-1.629274095016706525e+01
2.005500000000000000e+03,-1.629173542836542055e+01
2.005583333000000039e+03,-1.629071802974676331e+01
2.005666666999999961e+03,-1.630756545095244192e+01
2.005750000000000000e+03,-1.630760384077350622e+01
2.005833333000000039e+03,-1.630764107295212639e+01
2.005916666999999961e+03,-1.630767618215186232e+01
2.006000000000000000e+03,-1.630771109946062580e+01
2.006083333000000039e+03,-1.630772397743290014e+01
2.006166666999999961e+03,-1.630775561583127242e+01
2.006250000000000000e+03,-1.630776618130668609e+01
2.006333333000000039e+03,-1.630779647199612015e+01
2.006416666999999961e+03,-1.630251673240041654e+01
2.006500000000000000e+03,-1.630254491603073319e+01
2.006583333000000039e+03,-1.629723966438822913e+01
2.006666666999999961e+03,-1.633048224644922897e+01
2.006750000000000000e+03,-1.632848347915198772e+01
2.006833333000000039e+03,-1.632647995351856807e+01
2.006916666999999961e+03,-1.632447071272503791e+01
2.007000000000000000e+03,-1.632245765156842765e+01
2.007083333000000039e+03,-1.632043981495409213e+01
2.007166666999999961e+03,-1.631777828803232921e+01
2.007250000000000000e+03,-1.631575294198152193e+01
2.007333333000000039e+03,-1.631307897247715388e+01
2.007416666999999961e+03,-1.631104194287557618e+01
2.007500000000000000e+03,-1.630835454717019672e+01
2.007583333000000039e+03,-1.630630773271269618e+01
2.007666666999999961e+03,-1.631506317413101925e+01
2.007750000000000000e+03,-1.631506817550462785e+01
2.007833333000000039e+03,-1.631507202855160443e+01
2.007916666999999961e+03,-1.631507377412654236e+01
2.008000000000000000e+03,-1.631506618255530228e+01
2.008083333000000039e+03,-1.631506659091425604e+01
2.008166666999999961e+03,-1.631505574371362854e+01
2.008250000000000000e+03,-1.631495741500033958e+01
2.008333333000000039e+03,-1.631464288847025657e+01
2.008416666999999961e+03,-1.631454127240299457e+01
2.008500000000000000e+03,-1.630846700000629568e+01
2.008583333000000039e+03,-1.630836357130938197e+01
2.008666666999999961e+03,-1.632583021871443663e+01
2.008750000000000000e+03,-1.632407828188259202e+01
2.008833333000000039e+03,-1.632232244841190294e+01
2.008916666999999961e+03,-1.632056175875925419e+01
2.009000000000000000e+03,-1.631877743694317218e+01
2.009083333000000039e+03,-1.631700984923567432e+01
2.009166666999999961e+03,-1.631521664135905780e+01
2.009250000000000000e+03,-1.631304212601338222e+01
2.009333333000000039e+03,-1.631124129731471228e+01
2.009416666999999961e+03,-1.630905589457497129e+01
2.009500000000000000e+03,-1.630724646425723989e+01
2.009583333000000039e+03,-1.630505207785594379e+01
2.009666666999999961e+03,-1.632657997407062922e+01
2.009750000000000000e+03,-1.632433532982510371e+01
2.009833333000000039e+03,-1.632208500735099221e+01
2.009916666999999961e+03,-1.631982804527752506e+01
2.010000000000000000e+03,-1.631756634561381247e+01
2.010083333000000039e+03,-1.631529894892484478e+01
2.010166666999999961e+03,-1.631302488802515427e+01
2.010250000000000000e+03,-1.631074607654976205e+01
2.010333333000000039e+03,-1.630846154925383473e+01
2.010416666999999961e+03,-1.630617033313154352e+01
2.010500000000000000e+03,-1.629856916021312685e+01
2.010583333000000039e+03,-1.629625691202312510e+01
2.010666666999999961e+03,-1.631167824536706235e+01
2.010750000000000000e+03,-1.631051704770346333e+01
2.010833333000000039e+03,-1.630935352158867957e+01
2.010916666999999961e+03,-1.630818669857405112e+01
2.011000000000000000e+03,-1.630700929093010743e+01
2.011083333000000039e+03,-1.630583874864136718e+01
2.011166666999999961e+03,-1.630465566381316833e+01
2.011250000000000000e+03,-1.630348042347795001e+01
2.011333333000000039e+03,-1.630229358272617546e+01
2.011416666999999961e+03,-1.630111266056407260e+01
2.011500000000000000e+03,-1.629992108206181456e+01
2.011583333000000039e+03,-1.629873640532014889e+01
2.011666666999999961e+03,-1.632345519601949491e+01
2.011750000000000000e+03,-1.632228044361420416e+01
2.011833333000000039e+03,-1.632110332041850853e+01
2.011916666999999961e+03,-1.631992286791467350e+01
2.012000000000000000e+03,-1.631872031222491870e+01
2.012083333000000039e+03,-1.631753603304818157e+01
2.012166666999999961e+03,-1.631632768729586402e+01
2.012250000000000000e+03,-1.631513861233455387e+01
2.012333333000000039e+03,-1.631392637751901731e+01
2.012416666999999961e+03,-1.631273153251246910e+01
2.012500000000000000e+03,-1.630624462412333742e+01
2.012583333000000039e+03,-1.630504042446340307e+01
2.012666666999999961e+03,-1.633132575170844802e+01
2.012750000000000000e+03,-1.632937971683820422e+01
2.012833333000000039e+03,-1.632742910828284622e+01
2.012916666999999961e+03,-1.632547297020713728e+01
2.013000000000000000e+03,-1.632351319584882887e+01
2.013083333000000039e+03,-1.632154883106166565e+01
2.013166666999999961e+03,-1.631957891493651402e+01
2.013250000000000000e+03,-1.631760535084236707e+01
2.013333333000000039e+03,-1.631562717956069619e+01
2.013416666999999961e+03,-1.631364343511144099e+01
2.013500000000000000e+03,-1.631165603100098238e+01
2.013583333000000039e+03,-1.630966400293979390e+01
2.013666666999999961e+03,-1.633206884037934969e+01
2.013750000000000000e+03,-1.633060186149313608e+01
2.013833333000000039e+03,-1.632913179660317482e+01
2.013916666999999961e+03,-1.632765769300216974e+01
2.014000000000000000e+03,-1.632618144181799380e+01
2.014083333000000039e+03,-1.632469302228163599e+01
2.014166666999999961e+03,-1.632320960447238534e+01
2.014250000000000000e+03,-1.632171493611213009e+01
2.014333333000000039e+03,-1.632022623739197442e+01
2.014416666999999961e+03,-1.631872434798052041e+01
2.014500000000000000e+03,-1.631198621713812358e+01
2.014583333000000039e+03,-1.631047203843852245e+01
2.014666666999999961e+03,-1.632026874895302626e+01
2.014750000000000000e+03,-1.632040660453673908e+01
2.014833333000000039e+03,-1.632054329843864338e+01
2.014916666999999961e+03,-1.632067787671872949e+01
2.015000000000000000e+03,-1.632081224868480263e+01
2.015083333000000039e+03,-1.632092482172810932e+01
2.015166666999999961e+03,-1.632105592205666866e+01
2.015250000000000000e+03,-1.632116618294197607e+01
2.015333333000000039e+03,-1.632129592146597119e+01
2.015416666999999961e+03,-1.632140291785096409e+01
2.015500000000000000e+03,-1.632153034209438047e+01
2.015583333000000039e+03,-1.632163598306738095e+01
2.015666666999999961e+03,-1.634668061400873995e+01
2.015750000000000000e+03,-1.634627772185031347e+01
2.015833333000000039e+03,-1.634587356598276031e+01
2.015916666999999961e+03,-1.634431789975633720e+01
2.016000000000000000e+03,-1.634391078890848092e+01
2.016083333000000039e+03,-1.634235097290727978e+01
2.016166666999999961e+03,-1.634193996177411989e+01
2.016250000000000000e+03,-1.634037504782267902e+01
2.016333333000000039e+03,-1.633996199820847650e+01
2.016416666999999961e+03,-1.633839103429035688e+01
2.016500000000000000e+03,-1.633797500048208917e+01
2.016583333000000039e+03,-1.633124705792914000e+01
2.016666666999999961e+03,-1.633804619489334797e+01
2.016750000000000000e+03,-1.633616094749776337e+01
2.016833333000000039e+03,-1.633427130407198646e+01
2.016916666999999961e+03,-1.633237631486868224e+01
2.017000000000000000e+03,-1.633046883958854067e+01
2.017083333000000039e+03,-1.632856595806859090e+01
2.017166666999999961e+03,-1.632664865615873850e+01
2.017250000000000000e+03,-1.632473691613250821e+01
2.017333333000000039e+03,-1.632281166248515092e+01
2.017416666999999961e+03,-1.632089008949243691e+01
2.017500000000000000e+03,-1.631895591291481296e+01
2.017583333000000039e+03,-1.631702639177576941e+01
2.017666666999999961e+03,-1.631803298721290574e+01
2.017750000000000000e+03,-1.631700112022856075e+01
2.017833333000000039e+03,-1.631596716914240019e+01
2.017916666999999961e+03,-1.631493017158791758e+01
2.018000000000000000e+03,-1.631387127315936425e+01
2.018083333000000039e+03,-1.631283103157338843e+01
2.018166666999999961e+03,-1.631176692378467763e+01
2.018250000000000000e+03,-1.631072246647125112e+01
2.018333333000000039e+03,-1.630965505991489550e+01
2.018416666999999961e+03,-1.630332209733628801e+01
2.018500000000000000e+03,-1.630224552902696189e+01
2.018583333000000039e+03,-1.629554895957350169e+01
2.018666666999999961e+03,-1.631361279334176828e+01
2.018750000000000000e+03,-1.631525964746797897e+01
2.018833333000000039e+03,-1.631690292111323259e+01
2.018916666999999961e+03,-1.631330461653682917e+01
2.019000000000000000e+03,-1.631494848067155701e+01
2.019083333000000039e+03,-1.631134260028557392e+01
2.019166666999999961e+03,-1.631298609108914377e+01
2.019250000000000000e+03,-1.630937165240907660e+01
2.019333333000000039e+03,-1.631101669170195834e+01
2.019416666999999961e+03,-1.630739271027304227e+01
2.019500000000000000e+03,-1.630903833557883686e+01
2.019583333000000039e+03,-1.630540671789601603e+01
2.019666666999999961e+03,-1.625259674474990490e+01
2.019750000000000000e+03,-1.625298157797660537e+01
2.019833333000000039e+03,-1.625336507783395490e+01
2.019916666999999961e+03,-1.625374623536953678e+01
2.020000000000000000e+03,-1.625411744147894666e+01
2.020083333000000039e+03,-1.625449695138796358e+01
2.020166666999999961e+03,-1.625486449829801927e+01
2.020250000000000000e+03,-1.625524135493868982e+01
2.020333333000000039e+03,-1.625560726571297465e+01
2.020416666999999961e+03,-1.625598046492057591e+01
2.020500000000000000e+03,-1.625634373474466443e+01
2.020583333000000039e+03,-1.625671529777914159e+01
2.020666666999999961e+03,-1.656197740072589752e+01
2.020750000000000000e+03,-1.655874339048218147e+01
2.020833333000000039e+03,-1.655549182142760856e+01
2.020916666999999961e+03,-1.655222195465081469e+01
2.021000000000000000e+03,-1.654891940628791858e+01
2.021083333000000039e+03,-1.654561501075733432e+01
2.021166666999999961e+03,-1.654227628705687536e+01
2.021250000000000000e+03,-1.653893659105568403e+01
2.021333333000000039e+03,-1.653556312267973993e+01
2.021416666999999961e+03,-1.653218733603911872e+01
2.021500000000000000e+03,-1.652877834034558546e+01
2.021583333000000039e+03,-1.652536791649168180e+01
2.021666666999999961e+03,-1.686983359668571580e+01
2.021750000000000000e+03,-1.686959933497928077e+01
2.021833333000000039e+03,-1.686946787237718226e+01
2.021916666999999961e+03,-1.686929625869419880e+01
2.022000000000000000e+03,-1.686915779926167502e+01
