t,F
1.928333333000000039e+03,1.618398082928840509e+01
1.928416666999999961e+03,1.619206511291285366e+01
1.928500000000000000e+03,1.621416813066170448e+01
1.928583333000000039e+03,1.622223479971060556e+01
1.928666666999999961e+03,1.644523778379520351e+01
1.928750000000000000e+03,1.644266947572355164e+01
1.928833333000000039e+03,1.644009896119055014e+01
1.928916666999999961e+03,1.643752451329402930e+01
1.929000000000000000e+03,1.643494958596940592e+01
1.929083333000000039e+03,1.643237245243666678e+01
1.929166666999999961e+03,1.642979138544292894e+01
1.929250000000000000e+03,1.642720983963819847e+01
1.929333333000000039e+03,1.642462608789292489e+01
1.929416666999999961e+03,1.642203840261014847e+01
1.929500000000000000e+03,1.641945023914734492e+01
1.929583333000000039e+03,1.641685987002796310e+01
1.929666666999999961e+03,2.022701370743915206e+01
1.929750000000000000e+03,2.022342349360188507e+01
1.929833333000000039e+03,2.021982599472162434e+01
1.929916666999999961e+03,2.021572787072486221e+01
1.930000000000000000e+03,2.021211497312912542e+01
1.930083333000000039e+03,2.020800067237069442e+01
1.930166666999999961e+03,2.020988826934042493e+01
1.930250000000000000e+03,2.020576729965870300e+01
1.930333333000000039e+03,2.020765548635609932e+01
1.930416666999999961e+03,2.020288488359567580e+01
1.930500000000000000e+03,2.020477322095763029e+01
1.930583333000000039e+03,2.019999485877281842e+01
1.930666666999999961e+03,1.504506065808400095e+01
1.930750000000000000e+03,1.504127994380804267e+01
1.930833333000000039e+03,1.503764033829151181e+01
1.930916666999999961e+03,1.503385404633799638e+01
1.931000000000000000e+03,1.503021060341190918e+01
1.931083333000000039e+03,1.502642223297153024e+01
1.931166666999999961e+03,1.502276736707756832e+01
1.931250000000000000e+03,1.501897517731888065e+01
1.931333333000000039e+03,1.501531823218813955e+01
1.931416666999999961e+03,1.501152048232161285e+01
1.931500000000000000e+03,1.500785971687766640e+01
1.931583333000000039e+03,1.500405990547356794e+01
1.931666666999999961e+03,2.102331648795719232e+01
1.931750000000000000e+03,2.101936461909151888e+01
1.931833333000000039e+03,2.101534341302452091e+01
1.931916666999999961e+03,2.101052294546462917e+01
1.932000000000000000e+03,2.100635125413905868e+01
1.932083333000000039e+03,2.100135455668737805e+01
1.932166666999999961e+03,2.099703248052145454e+01
1.932250000000000000e+03,2.099414642540297748e+01
1.932333333000000039e+03,2.098971054010717197e+01
1.932416666999999961e+03,2.098674855880422285e+01
1.932500000000000000e+03,2.098219872790021157e+01
1.932583333000000039e+03,2.097916183847324589e+01
1.932666666999999961e+03,1.065096478795436852e+01
1.932750000000000000e+03,1.064992104670686146e+01
1.932833333000000039e+03,1.064887581319782228e+01
1.932916666999999961e+03,1.064782773059167909e+01
1.933000000000000000e+03,1.064677951442164527e+01
1.933083333000000039e+03,1.064572980770025801e+01
1.933166666999999961e+03,1.064467725405807563e+01
1.933250000000000000e+03,1.064362456810649249e+01
1.933333333000000039e+03,1.064273251994102232e+01
1.933416666999999961e+03,1.064167547951528014e+01
1.933500000000000000e+03,1.064078040034577022e+01
1.933583333000000039e+03,1.063972172079228784e+01
1.933666666999999961e+03,1.248971999008955969e+01
1.933750000000000000e+03,1.248417393355387972e+01
1.933833333000000039e+03,1.247862804335598952e+01
1.933916666999999961e+03,1.247308073441632104e+01
1.934000000000000000e+03,1.246753519080660944e+01
1.934083333000000039e+03,1.246198982687142198e+01
1.934166666999999961e+03,1.246512143018338570e+01
1.934250000000000000e+03,1.245957317103181872e+01
1.934333333000000039e+03,1.246283498611152574e+01
1.934416666999999961e+03,1.245842154798870460e+01
1.934500000000000000e+03,1.246167933158857721e+01
1.934583333000000039e+03,1.245726402907441432e+01
1.934666666999999961e+03,7.266265655358123077e+00
1.934750000000000000e+03,7.267345064968269597e+00
1.934833333000000039e+03,7.268423346516602379e+00
1.934916666999999961e+03,7.269499553416597593e+00
1.935000000000000000e+03,7.270575579124713528e+00
1.935083333000000039e+03,7.271650477070912721e+00
1.935166666999999961e+03,7.272723300610735464e+00
1.935250000000000000e+03,7.273795943307538536e+00
1.935333333000000039e+03,7.274867458534554743e+00
1.935416666999999961e+03,7.275936899587174267e+00
1.935500000000000000e+03,7.277006160140227387e+00
1.935583333000000039e+03,7.278074293506308301e+00
1.935666666999999961e+03,9.858828076238642879e+00
1.935750000000000000e+03,9.853817957512363890e+00
1.935833333000000039e+03,9.848809555143462902e+00
1.935916666999999961e+03,9.843801634345384244e+00
1.936000000000000000e+03,9.838796667794753148e+00
1.936083333000000039e+03,9.833793419905205724e+00
1.936166666999999961e+03,9.835418448887043752e+00
1.936250000000000000e+03,9.830414405493499430e+00
1.936333333000000039e+03,9.832037077210724618e+00
1.936416666999999961e+03,9.827031009847674525e+00
1.936500000000000000e+03,9.828650091671736533e+00
1.936583333000000039e+03,9.823644472365119285e+00
1.936666666999999961e+03,7.521682467343059564e+00
1.936750000000000000e+03,7.522104465236496118e+00
1.936833333000000039e+03,7.522525322715234886e+00
1.936916666999999961e+03,7.522135033315788810e+00
1.937000000000000000e+03,7.522553605528465859e+00
1.937083333000000039e+03,7.522161984359240883e+00
1.937166666999999961e+03,7.522577316732352415e+00
1.937250000000000000e+03,7.522183409395728937e+00
1.937333333000000039e+03,7.522597411005518708e+00
1.937416666999999961e+03,7.522200263083873573e+00
1.937500000000000000e+03,7.522611979342392452e+00
1.937583333000000039e+03,7.522213500092017391e+00
1.937666666999999961e+03,9.788580981915650625e+00
1.937750000000000000e+03,9.782325647058783602e+00
1.937833333000000039e+03,9.776073848697189206e+00
1.937916666999999961e+03,9.769824361847719629e+00
1.938000000000000000e+03,9.763579634963102549e+00
1.938083333000000039e+03,9.764019719693871835e+00
1.938166666999999961e+03,9.757775488986135670e+00
1.938250000000000000e+03,9.758212408731465004e+00
1.938333333000000039e+03,9.751971124891575471e+00
1.938416666999999961e+03,9.752403662416496033e+00
1.938500000000000000e+03,9.746164108203313248e+00
1.938583333000000039e+03,9.746594710598131428e+00
1.938666666999999961e+03,2.118121168512790753e+00
1.938750000000000000e+03,2.119131965549073016e+00
1.938833333000000039e+03,2.120140557891460276e+00
1.938916666999999961e+03,2.121145208992950337e+00
1.939000000000000000e+03,2.122149394282160539e+00
1.939083333000000039e+03,2.123151377023511532e+00
1.939166666999999961e+03,2.124149421230059342e+00
1.939250000000000000e+03,2.125147001199108043e+00
1.939333333000000039e+03,2.126142380753142991e+00
1.939416666999999961e+03,2.127133824462560163e+00
1.939500000000000000e+03,2.128124805495751115e+00
1.939583333000000039e+03,2.129113588235946430e+00
1.939666666999999961e+03,-2.348589161456707597e+00
1.939750000000000000e+03,-2.345564947835178771e+00
1.939833333000000039e+03,-2.342544032206920424e+00
1.939916666999999961e+03,-2.339528804828212571e+00
1.940000000000000000e+03,-2.323453834924373407e+00
1.940083333000000039e+03,-2.320444685059701140e+00
1.940166666999999961e+03,-2.304391295583152033e+00
1.940250000000000000e+03,-2.301390610169907980e+00
1.940333333000000039e+03,-2.285354044542937224e+00
1.940416666999999961e+03,-2.282364204854530065e+00
1.940500000000000000e+03,-2.266346870771769773e+00
1.940583333000000039e+03,-2.263363101330934324e+00
1.940666666999999961e+03,2.300459827862562645e-01
1.940750000000000000e+03,2.225501870918757952e-01
1.940833333000000039e+03,2.150478386075763415e-01
1.940916666999999961e+03,2.075368702317796077e-01
1.941000000000000000e+03,2.000214081318060222e-01
1.941083333000000039e+03,1.924993863830955221e-01
1.941166666999999961e+03,1.849687344585019821e-01
1.941250000000000000e+03,1.774335854730302586e-01
1.941333333000000039e+03,1.698918700792751146e-01
1.941416666999999961e+03,1.623415143222896040e-01
1.941500000000000000e+03,1.547866582685974990e-01
1.941583333000000039e+03,1.472252291409266445e-01
1.941666666999999961e+03,6.919049520300241340e+00
1.941750000000000000e+03,6.911138383855722545e+00
1.941833333000000039e+03,6.903224607060326257e+00
1.941916666999999961e+03,6.895307179410570697e+00
1.942000000000000000e+03,6.892570788323038933e+00
1.942083333000000039e+03,6.884649831095894790e+00
1.942166666999999961e+03,6.881909537981015568e+00
1.942250000000000000e+03,6.873983988959469826e+00
1.942333333000000039e+03,6.871241651012078400e+00
1.942416666999999961e+03,6.863310447011643056e+00
1.942500000000000000e+03,6.860565075087080800e+00
1.942583333000000039e+03,6.852630000036851854e+00
1.942666666999999961e+03,-1.493630307554724146e+00
1.942750000000000000e+03,-1.501715712524932078e+00
1.942833333000000039e+03,-1.509807154027942966e+00
1.942916666999999961e+03,-1.517906932289006861e+00
1.943000000000000000e+03,-1.526010448030594491e+00
1.943083333000000039e+03,-1.534120000484573643e+00
1.943166666999999961e+03,-1.542237892739331873e+00
1.943250000000000000e+03,-1.550359519682703802e+00
1.943333333000000039e+03,-1.558487183408092003e+00
1.943416666999999961e+03,-1.566623189847860642e+00
1.943500000000000000e+03,-1.574762928078073054e+00
1.943583333000000039e+03,-1.582908703038929721e+00
1.943666666999999961e+03,-1.620583000295957277e+01
1.943750000000000000e+03,-1.620167600524711560e+01
1.943833333000000039e+03,-1.619751108189622002e+01
1.943916666999999961e+03,-1.619333626681848060e+01
1.944000000000000000e+03,-1.618357688960096041e+01
1.944083333000000039e+03,-1.617936328407406066e+01
1.944166666999999961e+03,-1.616950861518790816e+01
1.944250000000000000e+03,-1.616525737280185737e+01
1.944333333000000039e+03,-1.615531063609068596e+01
1.944416666999999961e+03,-1.615102295153436884e+01
1.944500000000000000e+03,-1.614098546880479645e+01
1.944583333000000039e+03,-1.613665940989854519e+01
1.944666666999999961e+03,-1.498836408783135710e+01
1.944750000000000000e+03,-1.499303573275695811e+01
1.944833333000000039e+03,-1.499770424198787921e+01
1.944916666999999961e+03,-1.500237121565927190e+01
1.945000000000000000e+03,-1.500703342275192220e+01
1.945083333000000039e+03,-1.501169246511702049e+01
1.945166666999999961e+03,-1.501634993766358050e+01
1.945250000000000000e+03,-1.502100261974628559e+01
1.945333333000000039e+03,-1.502565210799237505e+01
1.945416666999999961e+03,-1.503029999206520451e+01
1.945500000000000000e+03,-1.503494306172916239e+01
1.945583333000000039e+03,-1.503958290837086587e+01
1.945666666999999961e+03,2.496166162353305129e+00
1.945750000000000000e+03,2.488583262183742928e+00
1.945833333000000039e+03,2.480991818291683249e+00
1.945916666999999961e+03,2.482511924677598625e+00
1.946000000000000000e+03,2.474911242510438925e+00
1.946083333000000039e+03,2.476430175533613109e+00
1.946166666999999961e+03,2.468818571643561111e+00
1.946250000000000000e+03,2.470334659075955841e+00
1.946333333000000039e+03,2.462715460553984048e+00
1.946416666999999961e+03,2.464227026339353088e+00
1.946500000000000000e+03,2.456598548254760761e+00
1.946583333000000039e+03,2.458108933037888466e+00
1.946666666999999961e+03,-9.384551080734211403e-01
1.946750000000000000e+03,-9.591134241238451486e-01
1.946833333000000039e+03,-9.797990935879166141e-01
1.946916666999999961e+03,-1.000514311600201989e+00
1.947000000000000000e+03,-1.021254568149485342e+00
1.947083333000000039e+03,-1.042022054869098602e+00
1.947166666999999961e+03,-1.062818973717713167e+00
1.947250000000000000e+03,-1.083640797385467369e+00
1.947333333000000039e+03,-1.104489724346780610e+00
1.947416666999999961e+03,-1.125367963325763832e+00
1.947500000000000000e+03,-1.146270969814629170e+00
1.947583333000000039e+03,-1.167200949073304628e+00
1.947666666999999961e+03,-1.687227438731898843e+01
1.947750000000000000e+03,-1.687224111657021552e+01
1.947833333000000039e+03,-1.687209101223615093e+01
1.947916666999999961e+03,-1.687204143389765676e+01
1.948000000000000000e+03,-1.687183209966331177e+01
1.948083333000000039e+03,-1.687176622226584044e+01
1.948166666999999961e+03,-1.687149778990019655e+01
1.948250000000000000e+03,-1.687141569430771426e+01
1.948333333000000039e+03,-1.687108819219478306e+01
1.948416666999999961e+03,-1.687098998114978343e+01
1.948500000000000000e+03,-1.687060354782162719e+01
1.948583333000000039e+03,-1.687048918290582833e+01
1.948666666999999961e+03,-1.687223544983244850e+01
1.948750000000000000e+03,-1.687222341018815897e+01
1.948833333000000039e+03,-1.687221095613573496e+01
1.948916666999999961e+03,-1.687221134109924137e+01
1.949000000000000000e+03,-1.687219846014065538e+01
1.949083333000000039e+03,-1.687219883080508254e+01
1.949166666999999961e+03,-1.687218549881216845e+01
1.949250000000000000e+03,-1.687218583440067476e+01
1.949333333000000039e+03,-1.687217208407481195e+01
1.949416666999999961e+03,-1.687217236209626137e+01
1.949500000000000000e+03,-1.687215816868145168e+01
1.949583333000000039e+03,-1.687215842628638995e+01
1.949666666999999961e+03,-9.338973358226481114e-01
1.949750000000000000e+03,-9.430857397298658684e-01
1.949833333000000039e+03,-9.522816352719224442e-01
1.949916666999999961e+03,-9.493026340183752243e-01
1.950000000000000000e+03,-9.585071294965047395e-01
1.950083333000000039e+03,-9.555300624453805236e-01
1.950166666999999961e+03,-9.647453951708540032e-01
1.950250000000000000e+03,-9.617650294285368107e-01
1.950333333000000039e+03,-9.709867417081875507e-01
1.950416666999999961e+03,-9.680127749583717911e-01
1.950500000000000000e+03,-9.772431052887147196e-01
1.950583333000000039e+03,-9.742710764747642971e-01
1.950666666999999961e+03,-1.701026999494576364e+00
1.950750000000000000e+03,-1.719336321473701412e+00
1.950833333000000039e+03,-1.737664784703563114e+00
1.950916666999999961e+03,-1.756014685546997134e+00
1.951000000000000000e+03,-1.774381338379455109e+00
1.951083333000000039e+03,-1.792767037026454791e+00
1.951166666999999961e+03,-1.811174083464248907e+00
1.951250000000000000e+03,-1.829597778838623956e+00
1.951333333000000039e+03,-1.848040422600781829e+00
1.951416666999999961e+03,-1.866504322306140828e+00
1.951500000000000000e+03,-1.884984765951141394e+00
1.951583333000000039e+03,-1.903484058575604765e+00
1.951666666999999961e+03,-1.667710415040085792e+01
1.951750000000000000e+03,-1.668130584168777375e+01
1.951833333000000039e+03,-1.668308835330537221e+01
1.951916666999999961e+03,-1.668722275260398291e+01
1.952000000000000000e+03,-1.668897593780767252e+01
1.952083333000000039e+03,-1.669304423062270359e+01
1.952166666999999961e+03,-1.669476760138132931e+01
1.952250000000000000e+03,-1.669876930711235019e+01
1.952333333000000039e+03,-1.670046400712700319e+01
1.952416666999999961e+03,-1.670439866590920985e+01
1.952500000000000000e+03,-1.670606421020614007e+01
1.952583333000000039e+03,-1.670993295649015309e+01
1.952666666999999961e+03,-1.564493508530747512e+01
1.952750000000000000e+03,-1.564739878824792463e+01
1.952833333000000039e+03,-1.564985837045465011e+01
1.952916666999999961e+03,-1.565231242737337425e+01
1.953000000000000000e+03,-1.565476378351540276e+01
1.953083333000000039e+03,-1.565721103294965211e+01
1.953166666999999961e+03,-1.565965277523018351e+01
1.953250000000000000e+03,-1.566209182663743960e+01
1.953333333000000039e+03,-1.566452678534975540e+01
1.953416666999999961e+03,-1.566695625502406841e+01
1.953500000000000000e+03,-1.566938304371967838e+01
1.953583333000000039e+03,-1.567180575372240625e+01
1.953666666999999961e+03,-9.590629688188725410e+00
1.953750000000000000e+03,-9.594025339630210425e+00
1.953833333000000039e+03,-9.597423732816624309e+00
1.953916666999999961e+03,-9.614857061390852166e+00
1.954000000000000000e+03,-9.618259547935512188e+00
1.954083333000000039e+03,-9.635687115121037039e+00
1.954166666999999961e+03,-9.639096237787800447e+00
1.954250000000000000e+03,-9.656520518206667347e+00
1.954333333000000039e+03,-9.659931122405346571e+00
1.954416666999999961e+03,-9.677354587516594719e+00
1.954500000000000000e+03,-9.680769215548519213e+00
1.954583333000000039e+03,-9.698186644954187585e+00
1.954666666999999961e+03,-7.681167543858590463e+00
1.954750000000000000e+03,-7.700756845759048730e+00
1.954833333000000039e+03,-7.720347093907353297e+00
1.954916666999999961e+03,-7.739940857360861237e+00
1.955000000000000000e+03,-7.759532787757523309e+00
1.955083333000000039e+03,-7.779125454162855391e+00
1.955166666999999961e+03,-7.798721424356207521e+00
1.955250000000000000e+03,-7.818315351316770467e+00
1.955333333000000039e+03,-7.837909802865081765e+00
1.955416666999999961e+03,-7.857507345426363976e+00
1.955500000000000000e+03,-7.877102633484986072e+00
1.955583333000000039e+03,-7.896698233539203748e+00
1.955666666999999961e+03,-1.687218326554739534e+01
1.955750000000000000e+03,-1.687210091594015537e+01
1.955833333000000039e+03,-1.687213490336285204e+01
1.955916666999999961e+03,-1.687204504949914963e+01
1.956000000000000000e+03,-1.687208208290231681e+01
1.956083333000000039e+03,-1.687198470467508926e+01
1.956166666999999961e+03,-1.687202481342054838e+01
1.956250000000000000e+03,-1.687191996112622761e+01
1.956333333000000039e+03,-1.687196309639066527e+01
1.956416666999999961e+03,-1.687185082287887994e+01
1.956500000000000000e+03,-1.687189701269903352e+01
1.956583333000000039e+03,-1.687177728620381245e+01
1.956666666999999961e+03,-1.593140998408579101e+01
1.956750000000000000e+03,-1.592778977863742718e+01
1.956833333000000039e+03,-1.592416133080833696e+01
1.956916666999999961e+03,-1.592052338518595889e+01
1.957000000000000000e+03,-1.591687843041851735e+01
1.957083333000000039e+03,-1.591322521344018170e+01
1.957166666999999961e+03,-1.590956247184218952e+01
1.957250000000000000e+03,-1.590589270831421054e+01
1.957333333000000039e+03,-1.590221466279387741e+01
1.957416666999999961e+03,-1.589852706586927589e+01
1.957500000000000000e+03,-1.589483243427870995e+01
1.957583333000000039e+03,-1.589112950095920773e+01
1.957666666999999961e+03,-1.652981304183158784e+01
1.957750000000000000e+03,-1.652801999456019288e+01
1.957833333000000039e+03,-1.652622332178504294e+01
1.957916666999999961e+03,-1.652843908864351263e+01
1.958000000000000000e+03,-1.652664522616171894e+01
1.958083333000000039e+03,-1.652886069807360414e+01
1.958166666999999961e+03,-1.652707038500746606e+01
1.958250000000000000e+03,-1.652928628164369584e+01
1.958333333000000039e+03,-1.652749805818044138e+01
1.958416666999999961e+03,-1.652971510015320433e+01
1.958500000000000000e+03,-1.652792970721279886e+01
1.958583333000000039e+03,-1.653014641611382629e+01
1.958666666999999961e+03,-1.576578205212299721e+01
1.958750000000000000e+03,-1.577266504417058535e+01
1.958833333000000039e+03,-1.577952977986957706e+01
1.958916666999999961e+03,-1.578637748975815036e+01
1.959000000000000000e+03,-1.579320561108222520e+01
1.959083333000000039e+03,-1.580001537804451495e+01
1.959166666999999961e+03,-1.580680801025416571e+01
1.959250000000000000e+03,-1.581358096689425885e+01
1.959333333000000039e+03,-1.582033547125068118e+01
1.959416666999999961e+03,-1.582707273196465003e+01
1.959500000000000000e+03,-1.583379023023674215e+01
1.959583333000000039e+03,-1.584048917840041959e+01
1.959666666999999961e+03,-1.686999519930874669e+01
1.959750000000000000e+03,-1.686985017327958047e+01
1.959833333000000039e+03,-1.686970101299316838e+01
1.959916666999999961e+03,-1.686990908639069175e+01
1.960000000000000000e+03,-1.686976177958957734e+01
1.960083333000000039e+03,-1.686996755324679853e+01
1.960166666999999961e+03,-1.686982216839874127e+01
1.960250000000000000e+03,-1.687002569014263287e+01
1.960333333000000039e+03,-1.686988210439787750e+01
1.960416666999999961e+03,-1.687008342236828540e+01
1.960500000000000000e+03,-1.686994170598837073e+01
1.960583333000000039e+03,-1.687014067818008556e+01
1.960666666999999961e+03,-1.650927394388271097e+01
1.960750000000000000e+03,-1.650691385159059976e+01
1.960833333000000039e+03,-1.650431400017815164e+01
1.960916666999999961e+03,-1.650193532669851137e+01
1.961000000000000000e+03,-1.649931609755740780e+01
1.961083333000000039e+03,-1.649692037307799097e+01
1.961166666999999961e+03,-1.649428094426042080e+01
1.961250000000000000e+03,-1.649186735297489292e+01
1.961333333000000039e+03,-1.648920926967833367e+01
1.961416666999999961e+03,-1.648677698252640766e+01
1.961500000000000000e+03,-1.648409942013717711e+01
1.961583333000000039e+03,-1.648174620932312351e+01
1.961666666999999961e+03,-1.633306324968179979e+01
1.961750000000000000e+03,-1.633477731680745748e+01
1.961833333000000039e+03,-1.633648752580474550e+01
1.961916666999999961e+03,-1.633304869180563657e+01
1.962000000000000000e+03,-1.633475939831840051e+01
1.962083333000000039e+03,-1.633131378239636788e+01
1.962166666999999961e+03,-1.633302404097742055e+01
1.962250000000000000e+03,-1.632957067862692924e+01
1.962333333000000039e+03,-1.633128237794331028e+01
1.962416666999999961e+03,-1.632782030310265498e+01
1.962500000000000000e+03,-1.632953249913683180e+01
1.962583333000000039e+03,-1.632606358442608396e+01
1.962666666999999961e+03,-1.634486027011890386e+01
1.962750000000000000e+03,-1.634301853939131632e+01
1.962833333000000039e+03,-1.634117252820617949e+01
1.962916666999999961e+03,-1.633932129293462765e+01
1.963000000000000000e+03,-1.633746670304899595e+01
1.963083333000000039e+03,-1.633560781653243410e+01
1.963166666999999961e+03,-1.633374368489637263e+01
1.963250000000000000e+03,-1.633187618731996338e+01
1.963333333000000039e+03,-1.633000437693089424e+01
1.963416666999999961e+03,-1.632793291841991135e+01
1.963500000000000000e+03,-1.632605213453596704e+01
1.963583333000000039e+03,-1.632397193924558465e+01
1.963666666999999961e+03,-1.636380828327355275e+01
1.963750000000000000e+03,-1.636501418722782475e+01
1.963833333000000039e+03,-1.636621755739615836e+01
1.963916666999999961e+03,-1.636241458334075460e+01
1.964000000000000000e+03,-1.636361885600098631e+01
1.964083333000000039e+03,-1.635980497073145656e+01
1.964166666999999961e+03,-1.636100921953488907e+01
1.964250000000000000e+03,-1.635718347938049178e+01
1.964333333000000039e+03,-1.635838953737628998e+01
1.964416666999999961e+03,-1.635455099506046395e+01
1.964500000000000000e+03,-1.635575793691826263e+01
1.964583333000000039e+03,-1.635190841284500962e+01
1.964666666999999961e+03,-1.636922274344136596e+01
1.964750000000000000e+03,-1.636824940490128100e+01
1.964833333000000039e+03,-1.636727405250519141e+01
1.964916666999999961e+03,-1.636629576884041271e+01
1.965000000000000000e+03,-1.636531637869342148e+01
1.965083333000000039e+03,-1.636433496552369604e+01
1.965166666999999961e+03,-1.636335060926977292e+01
1.965250000000000000e+03,-1.636236513998484199e+01
1.965333333000000039e+03,-1.636137763848200422e+01
1.965416666999999961e+03,-1.636038718204467557e+01
1.965500000000000000e+03,-1.635939560600790443e+01
1.965583333000000039e+03,-1.635840198853215099e+01
1.965666666999999961e+03,-1.637377281019160691e+01
1.965750000000000000e+03,-1.637536206330161903e+01
1.965833333000000039e+03,-1.637694768988873761e+01
1.965916666999999961e+03,-1.637852879175438403e+01
1.966000000000000000e+03,-1.637516697787302178e+01
1.966083333000000039e+03,-1.637674966679963617e+01
1.966166666999999961e+03,-1.637337879538113228e+01
1.966250000000000000e+03,-1.637496216703476648e+01
1.966333333000000039e+03,-1.637158402941678403e+01
1.966416666999999961e+03,-1.637316717314616810e+01
1.966500000000000000e+03,-1.636978083975301601e+01
1.966583333000000039e+03,-1.637136557225757727e+01
1.966666666999999961e+03,-1.639300779515694728e+01
1.966750000000000000e+03,-1.639006572274168505e+01
1.966833333000000039e+03,-1.638711367376205530e+01
1.966916666999999961e+03,-1.638415074181060049e+01
1.967000000000000000e+03,-1.638117871234312517e+01
1.967083333000000039e+03,-1.637819668167684739e+01
1.967166666999999961e+03,-1.637520373528645123e+01
1.967250000000000000e+03,-1.637220167492760936e+01
1.967333333000000039e+03,-1.636918958880198005e+01
1.967416666999999961e+03,-1.636616655425682154e+01
1.967500000000000000e+03,-1.636313438936150888e+01
1.967583333000000039e+03,-1.636009217419420736e+01
1.967666666999999961e+03,-1.637090434827660701e+01
1.967750000000000000e+03,-1.637318972146506368e+01
1.967833333000000039e+03,-1.637546879135018330e+01
1.967916666999999961e+03,-1.637774066103790105e+01
1.968000000000000000e+03,-1.638000714778286238e+01
1.968083333000000039e+03,-1.638212603420985047e+01
1.968166666999999961e+03,-1.637946048351471262e+01
1.968250000000000000e+03,-1.638157839158950324e+01
1.968333333000000039e+03,-1.637891011276020947e+01
1.968416666999999961e+03,-1.638102614636507681e+01
1.968500000000000000e+03,-1.637835422304633326e+01
1.968583333000000039e+03,-1.638047019301087914e+01
1.968666666999999961e+03,-1.638576285575434355e+01
1.968750000000000000e+03,-1.638547487789002233e+01
1.968833333000000039e+03,-1.638518574540515615e+01
1.968916666999999961e+03,-1.638489455985944687e+01
1.969000000000000000e+03,-1.638460311507023448e+01
1.969083333000000039e+03,-1.638431051285720486e+01
1.969166666999999961e+03,-1.638401585396685078e+01
1.969250000000000000e+03,-1.638372394060834125e+01
1.969333333000000039e+03,-1.638342786105540938e+01
1.969416666999999961e+03,-1.638313272978030000e+01
1.969500000000000000e+03,-1.638283432745745927e+01
1.969583333000000039e+03,-1.638253777244185017e+01
1.969666666999999961e+03,-1.639176209650718974e+01
1.969750000000000000e+03,-1.639189989381445400e+01
1.969833333000000039e+03,-1.639247275472646592e+01
1.969916666999999961e+03,-1.639260741823424183e+01
1.970000000000000000e+03,-1.639317771879924024e+01
1.970083333000000039e+03,-1.638843696161094599e+01
1.970166666999999961e+03,-1.638900674804872182e+01
1.970250000000000000e+03,-1.638426291380191202e+01
1.970333333000000039e+03,-1.638483394672186932e+01
1.970416666999999961e+03,-1.638006685443128063e+01
1.970500000000000000e+03,-1.638063822433770866e+01
1.970583333000000039e+03,-1.637584963911193014e+01
1.970666666999999961e+03,-1.639554140386946202e+01
1.970750000000000000e+03,-1.639458793139092663e+01
1.970833333000000039e+03,-1.639363246105205718e+01
1.970916666999999961e+03,-1.639267409941436071e+01
1.971000000000000000e+03,-1.639171462323688999e+01
1.971083333000000039e+03,-1.639075313995894234e+01
1.971166666999999961e+03,-1.638978875347466513e+01
1.971250000000000000e+03,-1.638882324584649908e+01
1.971333333000000039e+03,-1.638785572185117445e+01
1.971416666999999961e+03,-1.638688528270822076e+01
1.971500000000000000e+03,-1.638591371579961020e+01
1.971583333000000039e+03,-1.638494012322862048e+01
1.971666666999999961e+03,-1.641459981368149457e+01
1.971750000000000000e+03,-1.641383091918649484e+01
1.971833333000000039e+03,-1.641306035086414639e+01
1.971916666999999961e+03,-1.641276337799434515e+01
1.972000000000000000e+03,-1.641198984507343894e+01
1.972083333000000039e+03,-1.640691090454533807e+01
1.972166666999999961e+03,-1.640754378175660122e+01
1.972250000000000000e+03,-1.640243853067015323e+01
1.972333333000000039e+03,-1.640307326182528058e+01
1.972416666999999961e+03,-1.639794078245006403e+01
1.972500000000000000e+03,-1.639857647384624428e+01
1.972583333000000039e+03,-1.639341849541051843e+01
1.972666666999999961e+03,-1.640268373778322797e+01
1.972750000000000000e+03,-1.640265239593431801e+01
1.972833333000000039e+03,-1.640280064388788972e+01
1.972916666999999961e+03,-1.640276631395003548e+01
1.973000000000000000e+03,-1.640291243341143002e+01
1.973083333000000039e+03,-1.640285782370328604e+01
1.973166666999999961e+03,-1.640300093814477123e+01
1.973250000000000000e+03,-1.640294422337817792e+01
1.973333333000000039e+03,-1.640308609559220798e+01
1.973416666999999961e+03,-1.640302639525367212e+01
1.973500000000000000e+03,-1.640316614552707719e+01
1.973583333000000039e+03,-1.640310522123666104e+01
1.973666666999999961e+03,-1.639173697043002065e+01
1.973750000000000000e+03,-1.639243563753304755e+01
1.973833333000000039e+03,-1.639313272407872546e+01
1.973916666999999961e+03,-1.639382734310381906e+01
1.974000000000000000e+03,-1.639452127617104082e+01
1.974083333000000039e+03,-1.639521363566669621e+01
1.974166666999999961e+03,-1.639104255998571702e+01
1.974250000000000000e+03,-1.639173533744234845e+01
1.974333333000000039e+03,-1.638690558426831245e+01
1.974416666999999961e+03,-1.638759833740140692e+01
1.974500000000000000e+03,-1.638274592679114150e+01
1.974583333000000039e+03,-1.638344043108944703e+01
1.974666666999999961e+03,-1.640982479795785309e+01
1.974750000000000000e+03,-1.640557401168127782e+01
1.974833333000000039e+03,-1.640130289492504545e+01
1.974916666999999961e+03,-1.639701055129818386e+01
1.975000000000000000e+03,-1.639269873950934198e+01
1.975083333000000039e+03,-1.638836656722966723e+01
1.975166666999999961e+03,-1.638401312621728323e+01
1.975250000000000000e+03,-1.637964019922402059e+01
1.975333333000000039e+03,-1.637524688207243528e+01
1.975416666999999961e+03,-1.637083225466824743e+01
