year,F
1.926833333333290739e+03,9.192932674148639904e+00
1.926916666666623996e+03,-2.525470771957129301e+01
1.926999999999957254e+03,-5.597985724532308893e+01
1.927083333333290511e+03,-3.647535447626790983e+01
1.927166666666623769e+03,-6.035673299527555713e+00
1.927249999999957026e+03,-8.945711064525458056e+00
1.927333333333290284e+03,-3.287529172415646883e+01
1.927416666666623541e+03,-3.236264000614440306e+01
1.927499999999956799e+03,4.927306537905451478e-02
1.927583333333290057e+03,1.416658946113283690e+01
1.927666666666623314e+03,-2.417171997844640430e+01
1.927749999999956572e+03,-5.179788014488539005e+01
1.927833333333289829e+03,-2.604297018210889547e+01
1.927916666666623087e+03,1.228212370539960574e+00
1.927999999999956344e+03,-1.369870711563067189e+01
1.928083333333289602e+03,-3.727762757679955996e+01
1.928166666666622859e+03,-2.313073123755721383e+01
1.928249999999956117e+03,1.051699502877612957e+01
1.928333333333289374e+03,1.048623705419986862e+01
1.928416666666622632e+03,-3.386832001922257263e+01
1.928499999999955890e+03,-5.013235494015064120e+01
1.928583333333289147e+03,-1.937093328855259955e+01
1.928666666666622405e+03,-8.269793374716430279e+00
1.928749999999955662e+03,-3.499578714056042372e+01
1.928833333333288920e+03,-5.018212380432234454e+01
1.928916666666622177e+03,-2.094287989358544166e+01
1.928999999999955435e+03,1.266339521628728448e+01
1.929083333333288692e+03,4.036493001356294741e+00
1.929166666666621950e+03,-3.629424854711140824e+01
1.929249999999955207e+03,-4.115893312739275700e+01
1.929333333333288465e+03,-4.458886228422919373e+00
1.929416666666621722e+03,-2.620563330996006357e+00
1.929499999999954980e+03,-3.895638267086107476e+01
1.929583333333288238e+03,-4.557165766504778048e+01
1.929666666666621495e+03,-8.036164744694206163e+00
1.929749999999954753e+03,1.474922038557979675e+01
1.929833333333288010e+03,-5.551233317400791734e+00
1.929916666666621268e+03,-3.671521959619365560e+01
1.929999999999954525e+03,-2.906331344788720372e+01
1.930083333333287783e+03,5.640903368220833158e-01
1.930166666666621040e+03,-1.490753635917043241e+01
1.930249999999954298e+03,-5.303904140663007638e+01
1.930333333333287555e+03,-4.641608407596459074e+01
1.930416666666620813e+03,-5.350376340533808062e+00
1.930499999999954071e+03,4.674830471310905011e+00
1.930583333333287328e+03,-2.105166065267178510e+01
1.930666666666620586e+03,-3.613388841169643939e+01
1.930749999999953843e+03,-1.397241677896074208e+01
1.930833333333287101e+03,1.016963733225866662e+01
1.930916666666620358e+03,-2.094599342474826642e+01
1.930999999999953616e+03,-5.885192202507758452e+01
1.931083333333286873e+03,-3.700845158761724463e+01
1.931166666666620131e+03,2.884705454454504547e+00
1.931249999999953388e+03,-4.242503802712345617e+00
1.931333333333286646e+03,-3.320328366066065939e+01
1.931416666666619903e+03,-3.091453347684425523e+01
1.931499999999953161e+03,-4.154368023503245411e-01
1.931583333333286419e+03,1.349637056615895148e+01
1.931666666666619676e+03,-2.405009480859291671e+01
1.931749999999952934e+03,-5.590618156793686211e+01
1.931833333333286191e+03,-2.793863007610209692e+01
1.931916666666619449e+03,4.717992836940855028e+00
1.931999999999952706e+03,-1.441059457632952601e+01
1.932083333333285964e+03,-3.953142470547786047e+01
1.932166666666619221e+03,-2.165268101362369535e+01
1.932249999999952479e+03,9.584645443324983916e+00
1.932333333333285736e+03,8.611478287085201799e+00
1.932416666666618994e+03,-3.509926703014295413e+01
1.932499999999952252e+03,-5.398720513430890122e+01
1.932583333333285509e+03,-1.908373924533891497e+01
1.932666666666618767e+03,-4.542332638290828228e+00
1.932749999999952024e+03,-3.625033092220348152e+01
1.932833333333285282e+03,-5.000610676203881155e+01
1.932916666666618539e+03,-1.706798590553099260e+01
1.932999999999951797e+03,1.191125929092290647e+01
1.933083333333285054e+03,3.334888087969964943e+00
1.933166666666618312e+03,-3.310601751315779495e+01
1.933249999999951569e+03,-4.166662057245699202e+01
1.933333333333284827e+03,-6.508002190847726354e+00
1.933416666666618084e+03,-2.136792660850328929e+00
1.933499999999951342e+03,-3.900131954963453751e+01
1.933583333333284600e+03,-4.295620458712563305e+01
1.933666666666617857e+03,-4.922353946638452271e+00
1.933749999999951115e+03,1.165517701686122720e+01
1.933833333333284372e+03,-6.962171838603477880e+00
1.933916666666617630e+03,-3.307158696861463199e+01
1.933999999999950887e+03,-2.898883009371863295e+01
1.934083333333284145e+03,-2.771132333049166618e+00
1.934166666666617402e+03,-1.849236006456892412e+01
1.934249999999950660e+03,-5.583955167265954600e+01
1.934333333333283917e+03,-4.529682531407771506e+01
1.934416666666617175e+03,-5.545240302085950646e+00
1.934499999999950433e+03,3.417469435673332612e-01
1.934583333333283690e+03,-1.825968894537336951e+01
1.934666666666616948e+03,-2.831851188653131857e+01
1.934749999999950205e+03,-1.573153725589829577e+01
1.934833333333283463e+03,4.284360773238301334e+00
1.934916666666616720e+03,-1.985950180960450240e+01
1.934999999999949978e+03,-5.446539776532916477e+01
1.935083333333283235e+03,-3.454322272409925176e+01
1.935166666666616493e+03,-4.699055956719178084e-02
1.935249999999949750e+03,-7.949193390891041489e+00
1.935333333333283008e+03,-2.578619289008920390e+01
1.935416666666616266e+03,-2.095900243068564350e+01
1.935499999999949523e+03,-4.085902294931836209e+00
1.935583333333282781e+03,4.786652105912832411e+00
1.935666666666616038e+03,-2.438994665718679755e+01
1.935749999999949296e+03,-5.189702053792336045e+01
1.935833333333282553e+03,-2.924727928023015977e+01
1.935916666666615811e+03,-3.757278172420837947e+00
1.935999999999949068e+03,-1.900483755825533549e+01
1.936083333333282326e+03,-3.154049153846419529e+01
1.936166666666615583e+03,-1.587948618790379562e+01
1.936249999999948841e+03,1.208072495406138813e+00
1.936333333333282098e+03,3.426615367233644349e+00
1.936416666666615356e+03,-2.749496069832499501e+01
1.936499999999948614e+03,-4.900794891957241362e+01
1.936583333333281871e+03,-2.475232786383468664e+01
1.936666666666615129e+03,-1.275798491811317348e+01
1.936749999999948386e+03,-3.416409075565470488e+01
1.936833333333281644e+03,-3.755701406595174774e+01
1.936916666666614901e+03,-1.444724966628378482e+01
1.936999999999948159e+03,9.945348672926215272e-01
1.937083333333281416e+03,2.574986335219232814e+00
1.937166666666614674e+03,-1.984106681515452308e+01
1.937249999999947931e+03,-3.718762225234692664e+01
1.937333333333281189e+03,-1.743862993980745912e+01
1.937416666666614447e+03,-1.081742548174824314e+01
1.937499999999947704e+03,-3.283227333284558824e+01
1.937583333333280962e+03,-3.296446563152048270e+01
1.937666666666614219e+03,-1.006287281209978879e+01
1.937749999999947477e+03,-2.188786895739802674e-01
1.937833333333280734e+03,-1.565952472230637937e+00
1.937916666666613992e+03,-1.913092114492859963e+01
1.937999999999947249e+03,-3.151265946053802480e+01
1.938083333333280507e+03,-1.678589615465623197e+01
1.938166666666613764e+03,-2.308518064363542166e+01
1.938249999999947022e+03,-4.694477781420008711e+01
1.938333333333280279e+03,-4.009173127084166310e+01
1.938416666666613537e+03,-1.666749057209741736e+01
1.938499999999946795e+03,-7.856754124533763317e+00
1.938583333333280052e+03,-4.795696775342843665e+00
1.938666666666613310e+03,-1.494873286132870582e+01
1.938749999999946567e+03,-2.489783134720321911e+01
1.938833333333279825e+03,-9.286481239266210608e+00
1.938916666666613082e+03,-1.454640902532188917e+01
1.938999999999946340e+03,-4.049046940965423858e+01
1.939083333333279597e+03,-3.582613215401197237e+01
1.939166666666612855e+03,-1.490094597692609391e+01
1.939249999999946112e+03,-9.011192057917371656e+00
1.939333333333279370e+03,-7.099621894116070919e+00
1.939416666666612628e+03,-1.308402102637749209e+01
1.939499999999945885e+03,-1.870954700133122728e+01
1.939583333333279143e+03,-5.915668203876256470e+00
1.939666666666612400e+03,-1.644698193560830646e+01
1.939749999999945658e+03,-4.249153234971385018e+01
1.939833333333278915e+03,-3.729154512131471222e+01
1.939916666666612173e+03,-1.891780283779376859e+01
1.939999999999945430e+03,-1.484337557435305754e+01
1.940083333333278688e+03,-1.434222033472283897e+01
1.940166666666611945e+03,-1.714196860828146640e+01
1.940249999999945203e+03,-1.532006225556241574e+01
1.940333333333278460e+03,2.569128233580542542e+00
1.940416666666611718e+03,-1.232483335941772573e+01
1.940499999999944976e+03,-4.525524669860418214e+01
1.940583333333278233e+03,-3.917539343760462600e+01
1.940666666666611491e+03,-2.098293363154548530e+01
1.940749999999944748e+03,-1.955890656662082705e+01
1.940833333333278006e+03,-2.237816476737265248e+01
1.940916666666611263e+03,-2.364143145536590751e+01
1.940999999999944521e+03,-1.396776750012482537e+01
1.941083333333277778e+03,8.025837457627403637e+00
1.941166666666611036e+03,-6.036853850082051665e+00
1.941249999999944293e+03,-3.970350255755384694e+01
1.941333333333277551e+03,-3.377818376102873543e+01
1.941416666666610809e+03,-1.484816720396818823e+01
1.941499999999944066e+03,-1.711875683839353357e+01
1.941583333333277324e+03,-2.571620836956205380e+01
1.941666666666610581e+03,-2.424921809112684912e+01
1.941749999999943839e+03,-7.956472996491264382e+00
1.941833333333277096e+03,1.148357785119976526e+01
1.941916666666610354e+03,-1.002892023945608813e+01
1.941999999999943611e+03,-4.279130296911937137e+01
1.942083333333276869e+03,-3.055832410390573273e+01
1.942166666666610126e+03,-1.742879917814697066e+01
1.942249999999943384e+03,-3.050446136075969150e+01
1.942333333333276641e+03,-4.119208320004815960e+01
1.942416666666609899e+03,-3.280162488990579561e+01
1.942499999999943157e+03,-7.575087480537550988e+00
1.942583333333276414e+03,1.158206377364026096e+01
1.942666666666609672e+03,-1.135698489198903438e+01
1.942749999999942929e+03,-3.908826326339723067e+01
1.942833333333276187e+03,-1.923446386681842313e+01
1.942916666666609444e+03,-4.439405554113527330e+00
1.942999999999942702e+03,-2.628019458893147231e+01
1.943083333333275959e+03,-4.192120606035905439e+01
1.943166666666609217e+03,-2.669943259382027279e+01
1.943249999999942474e+03,3.284073766687711782e-02
1.943333333333275732e+03,8.225113372259059474e+00
1.943416666666608990e+03,-1.717258450268159820e+01
1.943499999999942247e+03,-3.387821883170126114e+01
1.943583333333275505e+03,-1.020345773813708234e+01
1.943666666666608762e+03,-7.272485365938743840e+00
1.943749999999942020e+03,-3.789425452256686810e+01
1.943833333333275277e+03,-4.909880320070816140e+01
1.943916666666608535e+03,-2.731239959814910989e+01
1.943999999999941792e+03,-2.825605211455492594e+00
1.944083333333275050e+03,-4.470560417650785823e+00
1.944166666666608307e+03,-2.693286071084942535e+01
1.944249999999941565e+03,-2.774901466027301922e+01
1.944333333333274823e+03,3.762505812579696851e+00
1.944416666666608080e+03,-2.314967154308032349e+00
1.944499999999941338e+03,-4.412022633294957785e+01
1.944583333333274595e+03,-4.974341213197514833e+01
1.944666666666607853e+03,-1.934380655877857791e+01
1.944749999999941110e+03,-1.603373406075878194e+00
1.944833333333274368e+03,-1.607267723743243693e+01
1.944916666666607625e+03,-3.396450029141932703e+01
1.944999999999940883e+03,-1.978799681797701027e+01
1.945083333333274140e+03,1.220232637941437659e+01
1.945166666666607398e+03,-1.744810493101031312e+00
1.945249999999940655e+03,-4.456097932196740885e+01
1.945333333333273913e+03,-4.424601307664250527e+01
1.945416666666607171e+03,-1.231133346886488766e+01
1.945499999999940428e+03,-4.117641166412223441e+00
1.945583333333273686e+03,-2.661913127737103224e+01
1.945666666666606943e+03,-3.497042365833319622e+01
1.945749999999940201e+03,-8.518754707668383830e+00
1.945833333333273458e+03,1.748128421955168932e+01
1.945916666666606716e+03,-9.665825342984170732e+00
1.945999999999939973e+03,-5.137461103941735985e+01
1.946083333333273231e+03,-3.787445648254470854e+01
1.946166666666606488e+03,-8.731449265091805856e+00
1.946249999999939746e+03,-1.806817007832641053e+01
1.946333333333273004e+03,-4.529417338194772924e+01
1.946416666666606261e+03,-4.004049753229569575e+01
1.946499999999939519e+03,-2.718838374360032617e+00
1.946583333333272776e+03,1.724050733597024276e+01
1.946666666666606034e+03,-1.326640249547470241e+01
1.946749999999939291e+03,-4.656977990917852139e+01
1.946833333333272549e+03,-2.518039114990070004e+01
1.946916666666605806e+03,2.260907498437799035e+00
1.946999999999939064e+03,-1.733762160782544015e+01
1.947083333333272321e+03,-4.606874615480549551e+01
1.947166666666605579e+03,-2.925755397856769235e+01
1.947249999999938836e+03,8.010914031828150428e+00
1.947333333333272094e+03,1.206596516852179590e+01
1.947416666666605352e+03,-2.207580655248142421e+01
1.947499999999938609e+03,-4.142657804178919889e+01
1.947583333333271867e+03,-1.347279637884785153e+01
1.947666666666605124e+03,-2.207432809167556798e+00
1.947749999999938382e+03,-3.611399335423287482e+01
1.947833333333271639e+03,-5.674194775193282680e+01
1.947916666666604897e+03,-2.846024540924661039e+01
1.947999999999938154e+03,4.611851461828045728e+00
1.948083333333271412e+03,-3.319353449726737182e+00
1.948166666666604669e+03,-3.141176598270990894e+01
1.948249999999937927e+03,-3.242193409393773607e+01
1.948333333333271185e+03,1.278391369108955899e+00
1.948416666666604442e+03,2.452067131359335406e+00
1.948499999999937700e+03,-4.123860278633087972e+01
1.948583333333270957e+03,-5.352550917402056996e+01
1.948666666666604215e+03,-1.501311294467146951e+01
1.948749999999937472e+03,7.849196868070890787e+00
1.948833333333270730e+03,-1.495830342155293735e+01
1.948916666666603987e+03,-3.568575697149394443e+01
1.948999999999937245e+03,-2.035115609657410829e+01
1.949083333333270502e+03,1.066117824059631047e+01
1.949166666666603760e+03,-2.007224006821815010e+00
1.949249999999937017e+03,-4.772578472971919439e+01
1.949333333333270275e+03,-5.012323939980328902e+01
1.949416666666603533e+03,-1.093091723414164740e+01
1.949499999999936790e+03,-7.155916382834597300e-01
1.949583333333270048e+03,-2.987220612850173396e+01
1.949666666666603305e+03,-3.713698403247830981e+01
1.949749999999936563e+03,-8.261038648454601230e+00
1.949833333333269820e+03,1.581645428132094366e+01
1.949916666666603078e+03,-9.784667177480180555e+00
1.949999999999936335e+03,-5.342353455992829225e+01
1.950083333333269593e+03,-4.109606175133042427e+01
1.950166666666602850e+03,-3.711670659587108290e+00
1.950249999999936108e+03,-1.261047092109263801e+01
1.950333333333269366e+03,-4.580882705006990818e+01
1.950416666666602623e+03,-3.740890937897419377e+01
1.950499999999935881e+03,4.114711632608134551e-01
1.950583333333269138e+03,1.585466678248525341e+01
1.950666666666602396e+03,-1.275007404153443602e+01
1.950749999999935653e+03,-4.610457713843622685e+01
1.950833333333268911e+03,-2.785662269192972218e+01
1.950916666666602168e+03,2.702449210103338828e+00
1.950999999999935426e+03,-1.612622215351458976e+01
1.951083333333268683e+03,-4.711373952158861300e+01
1.951166666666601941e+03,-2.711994066352091792e+01
1.951249999999935199e+03,8.917048336439158618e+00
1.951333333333268456e+03,8.750395509136250638e+00
1.951416666666601714e+03,-2.218686180350209014e+01
1.951499999999934971e+03,-4.123173271620618152e+01
1.951583333333268229e+03,-1.618682264629346079e+01
1.951666666666601486e+03,-3.103841021301398939e+00
1.951749999999934744e+03,-3.783143550051725867e+01
1.951833333333268001e+03,-5.879632364081887630e+01
1.951916666666601259e+03,-2.661208434365415698e+01
1.951999999999934516e+03,4.036788086139306841e+00
1.952083333333267774e+03,-5.187948935627421321e+00
1.952166666666601031e+03,-2.620991968379380666e+01
1.952249999999934289e+03,-2.905952833022917758e+01
1.952333333333267547e+03,-3.576600099640918629e+00
1.952416666666600804e+03,5.057834795834672548e-01
1.952499999999934062e+03,-3.816508905083327363e+01
1.952583333333267319e+03,-5.091814124372533001e+01
1.952666666666600577e+03,-1.374693483629637569e+01
1.952749999999933834e+03,5.129264116267712836e+00
1.952833333333267092e+03,-1.544997597700270831e+01
1.952916666666600349e+03,-2.733512610962592859e+01
1.952999999999933607e+03,-1.637681358667558840e+01
1.953083333333266864e+03,4.018030008793029850e+00
1.953166666666600122e+03,-6.973628716715243314e+00
1.953249999999933380e+03,-4.738348093648933457e+01
1.953333333333266637e+03,-4.959759226860069248e+01
1.953416666666599895e+03,-1.368504360746089077e+01
1.953499999999933152e+03,-6.860242100021221034e+00
1.953583333333266410e+03,-2.967768622582986637e+01
1.953666666666599667e+03,-2.857664264622275496e+01
1.953749999999932925e+03,-8.182899275187947907e+00
1.953833333333266182e+03,7.291989252787502096e+00
1.953916666666599440e+03,-8.500353779559613798e+00
1.953999999999932697e+03,-4.584613817283010917e+01
1.954083333333265955e+03,-4.121830078642122430e+01
1.954166666666599212e+03,-9.584594612740342967e+00
1.954249999999932470e+03,-1.586192262851972856e+01
1.954333333333265728e+03,-3.886667170350211364e+01
1.954416666666598985e+03,-2.677933215966753977e+01
1.954499999999932243e+03,-2.915377179931507357e+00
1.954583333333265500e+03,6.375192936588007342e+00
1.954666666666598758e+03,-8.385184205862092455e+00
1.954749999999932015e+03,-3.645086781483971095e+01
1.954833333333265273e+03,-3.040224091110876259e+01
1.954916666666598530e+03,-7.949101561252600590e+00
1.954999999999931788e+03,-2.028870013456313970e+01
1.955083333333265045e+03,-4.010320634654650007e+01
1.955166666666598303e+03,-2.224663962293767838e+01
1.955249999999931561e+03,-1.446602012670936688e-01
1.955333333333264818e+03,2.272612106217415828e+00
1.955416666666598076e+03,-1.140871627737737271e+01
1.955499999999931333e+03,-3.313877857434673047e+01
1.955583333333264591e+03,-2.485287379875664726e+01
1.955666666666597848e+03,-1.304555614772931094e+01
1.955749999999931106e+03,-3.580925227618526208e+01
1.955833333333264363e+03,-4.956828065953895646e+01
1.955916666666597621e+03,-2.638843236791930735e+01
1.955999999999930878e+03,-7.512427013656271413e+00
1.956083333333264136e+03,-5.086122941481020732e+00
1.956166666666597393e+03,-9.098131622806704399e+00
1.956249999999930651e+03,-2.327582685958228836e+01
1.956333333333263909e+03,-1.685056005533706269e+01
1.956416666666597166e+03,-6.833515241933451279e+00
1.956499999999930424e+03,-2.879687356944418752e+01
1.956583333333263681e+03,-4.205223939405047417e+01
1.956666666666596939e+03,-2.116102868191597253e+01
1.956749999999930196e+03,-7.334363635326949904e+00
1.956833333333263454e+03,-8.891700557234493374e+00
1.956916666666596711e+03,-9.834380317067676458e+00
1.956999999999929969e+03,-1.830885018750421267e+01
1.957083333333263226e+03,-1.236671347874578331e+01
1.957166666666596484e+03,-1.010848767123282244e+01
1.957249999999929742e+03,-3.736359409301456935e+01
1.957333333333262999e+03,-4.693359594409651692e+01
1.957416666666596257e+03,-2.626818628766021746e+01
1.957499999999929514e+03,-1.638455617633283978e+01
1.957583333333262772e+03,-1.775371708940884474e+01
1.957666666666596029e+03,-1.481758269464987166e+01
1.957749999999929287e+03,-1.764365297360624041e+01
1.957833333333262544e+03,-6.293898144220976931e+00
1.957916666666595802e+03,-6.192842249965657686e-01
1.957999999999929059e+03,-3.168118559055232097e+01
1.958083333333262317e+03,-4.553058858159823075e+01
1.958166666666595574e+03,-2.489522566723750074e+01
1.958249999999928832e+03,-1.567982463120245384e+01
1.958333333333262090e+03,-2.001558243399475145e+01
1.958416666666595347e+03,-1.884193839405626392e+01
1.958499999999928605e+03,-1.798662068109049628e+01
1.958583333333261862e+03,-2.578580384666036451e+00
1.958666666666595120e+03,3.784040885484007077e+00
1.958749999999928377e+03,-2.677653989852237615e+01
1.958833333333261635e+03,-4.038674979466888715e+01
1.958916666666594892e+03,-2.279509451100393846e+01
1.958999999999928150e+03,-1.672135741368353479e+01
1.959083333333261407e+03,-2.460175858350713796e+01
1.959166666666594665e+03,-2.399679986797661257e+01
1.959249999999927923e+03,-1.653672105836161066e+01
1.959333333333261180e+03,2.919163579399647546e+00
1.959416666666594438e+03,5.241061167663250586e+00
1.959499999999927695e+03,-3.121298707013907858e+01
1.959583333333260953e+03,-4.101765447522487307e+01
1.959666666666594210e+03,-2.061553096269240015e+01
1.959749999999927468e+03,-2.244297373314585542e+01
1.959833333333260725e+03,-3.681196063787697881e+01
1.959916666666593983e+03,-3.621415897109768878e+01
1.959999999999927240e+03,-2.137450091894321957e+01
1.960083333333260498e+03,3.978070917072077606e+00
1.960166666666593756e+03,6.659392079375471951e+00
1.960249999999927013e+03,-2.798407155270366786e+01
1.960333333333260271e+03,-3.351783948164793969e+01
1.960416666666593528e+03,-9.697200378752533823e+00
1.960499999999926786e+03,-1.415620205012200472e+01
1.960583333333260043e+03,-3.528009759125408351e+01
1.960666666666593301e+03,-3.453142867391242987e+01
1.960749999999926558e+03,-1.402740156917299252e+01
1.960833333333259816e+03,6.480884360195730665e+00
1.960916666666593073e+03,5.828846659495710014e-01
1.960999999999926331e+03,-3.044530091072035560e+01
1.961083333333259588e+03,-2.605960475669439447e+01
1.961166666666592846e+03,-5.645153330054087704e+00
1.961249999999926104e+03,-2.523122056700494653e+01
1.961333333333259361e+03,-4.937242101264263283e+01
1.961416666666592619e+03,-4.099371959665253939e+01
1.961499999999925876e+03,-1.591603031854965700e+01
1.961583333333259134e+03,-4.564581417244113482e-01
1.961666666666592391e+03,-1.125357207930137271e+01
1.961749999999925649e+03,-3.241058146615986857e+01
1.961833333333258906e+03,-1.457102988559621259e+01
1.961916666666592164e+03,7.650933241158700326e+00
1.961999999999925421e+03,-2.177827142593096710e+01
1.962083333333258679e+03,-5.134168298780694073e+01
1.962166666666591937e+03,-3.493762134188942525e+01
1.962249999999925194e+03,-5.718885425217040464e+00
1.962333333333258452e+03,-2.741286889899630097e+00
1.962416666666591709e+03,-2.145875878460778097e+01
1.962499999999924967e+03,-3.117912743786103391e+01
1.962583333333258224e+03,-4.092554183529973244e+00
1.962666666666591482e+03,1.116418511005435477e+01
1.962749999999924739e+03,-2.603038445054935579e+01
1.962833333333257997e+03,-5.125455207421627790e+01
1.962916666666591254e+03,-3.050732998501085547e+01
1.962999999999924512e+03,-6.926220071892428720e+00
1.963083333333257769e+03,-1.478778472029255120e+01
1.963166666666591027e+03,-3.296324111572556603e+01
1.963249999999924285e+03,-2.676549642531974627e+01
1.963333333333257542e+03,7.021010297996536309e+00
1.963416666666590800e+03,1.197729505660815263e+01
1.963499999999924057e+03,-3.450543230461827449e+01
1.963583333333257315e+03,-5.164040737319005103e+01
1.963666666666590572e+03,-2.099465661987286325e+01
1.963749999999923830e+03,-6.983530783134506592e+00
1.963833333333257087e+03,-2.938690613358847159e+01
1.963916666666590345e+03,-4.525213711768961389e+01
1.963999999999923602e+03,-2.407990545676447880e+01
1.964083333333256860e+03,1.253974051256454914e+01
1.964166666666590118e+03,1.008070060756235975e+01
1.964249999999923375e+03,-3.433234143965044183e+01
1.964333333333256633e+03,-4.263725903295586761e+01
1.964416666666589890e+03,-9.948358372261392191e+00
1.964499999999923148e+03,-3.906960690986673868e+00
1.964583333333256405e+03,-3.325275302365738384e+01
1.964666666666589663e+03,-4.280168214580855590e+01
1.964749999999922920e+03,-1.227548240940460289e+01
1.964833333333256178e+03,1.540992155081399062e+01
1.964916666666589435e+03,-2.384641071025583869e-02
1.964999999999922693e+03,-3.932035459042827341e+01
1.965083333333255950e+03,-3.324219929033149867e+01
1.965166666666589208e+03,-2.932372541905529317e+00
1.965249999999922466e+03,-1.752446753927610601e+01
1.965333333333255723e+03,-5.228174521029804822e+01
1.965416666666588981e+03,-4.803749202197381862e+01
1.965499999999922238e+03,-1.046592510172891544e+01
1.965583333333255496e+03,7.394608778184856845e+00
1.965666666666588753e+03,-1.376393516571074294e+01
1.965749999999922011e+03,-3.876492049304074783e+01
1.965833333333255268e+03,-1.917433355588016397e+01
1.965916666666588526e+03,8.923232414416396807e+00
1.965999999999921783e+03,-1.558801304615102623e+01
1.966083333333255041e+03,-5.219765229707065401e+01
1.966166666666588299e+03,-3.708239178982692863e+01
1.966249999999921556e+03,3.046541895536638123e+00
1.966333333333254814e+03,4.219947374466062939e+00
1.966416666666588071e+03,-2.417395009543284345e+01
1.966499999999921329e+03,-3.429944295395174692e+01
1.966583333333254586e+03,-5.507072301841022366e+00
1.966666666666587844e+03,1.085254208798790998e+01
1.966749999999921101e+03,-2.687827240270539519e+01
1.966833333333254359e+03,-5.720927049163113054e+01
1.966916666666587616e+03,-3.359161712556760193e+01
1.966999999999920874e+03,-1.413441725315237818e+00
1.967083333333254132e+03,-1.321264449625256887e+01
1.967166666666587389e+03,-3.774395954564413813e+01
1.967249999999920647e+03,-2.833856149948542225e+01
1.967333333333253904e+03,6.470818365299532360e+00
1.967416666666587162e+03,1.142157219456308326e+01
1.967499999999920419e+03,-3.391667559285817646e+01
1.967583333333253677e+03,-5.499097630718142682e+01
1.967666666666586934e+03,-2.078332927824342136e+01
1.967749999999920192e+03,1.430837382771809274e+00
1.967833333333253449e+03,-2.587951219730047825e+01
1.967916666666586707e+03,-4.578131833999306366e+01
1.967999999999919964e+03,-2.054381557607229425e+01
1.968083333333253222e+03,1.365229481962565927e+01
1.968166666666586480e+03,8.045858533611941255e+00
1.968249999999919737e+03,-3.543950877043986480e+01
1.968333333333252995e+03,-4.603616829821984879e+01
1.968416666666586252e+03,-1.204766084185672526e+01
1.968499999999919510e+03,-1.891473916770127772e+00
1.968583333333252767e+03,-3.445220478681196141e+01
1.968666666666586025e+03,-4.477809562486871187e+01
1.968749999999919282e+03,-1.013053432860780845e+01
1.968833333333252540e+03,1.475808727315479985e+01
1.968916666666585797e+03,-2.538363742398637157e+00
1.968999999999919055e+03,-3.963057718206785296e+01
1.969083333333252313e+03,-3.594608098231515214e+01
1.969166666666585570e+03,-3.926544998468692427e+00
1.969249999999918828e+03,-1.453500772970087063e+01
1.969333333333252085e+03,-5.279480071532489660e+01
1.969416666666585343e+03,-4.788131997009106300e+01
1.969499999999918600e+03,-7.000940703213094807e+00
1.969583333333251858e+03,7.036373698533541443e+00
1.969666666666585115e+03,-1.301467126525875173e+01
1.969749999999918373e+03,-3.407445105022227239e+01
1.969833333333251630e+03,-2.036370725149573246e+01
1.969916666666584888e+03,5.083360247054574899e+00
1.969999999999918145e+03,-1.378397723811488440e+01
1.970083333333251403e+03,-4.986498192477692726e+01
1.970166666666584661e+03,-3.597913408161623749e+01
1.970249999999917918e+03,3.665660208454337265e+00
1.970333333333251176e+03,1.785966065316575424e+00
1.970416666666584433e+03,-2.260317767909947051e+01
1.970499999999917691e+03,-2.869494630513262479e+01
1.970583333333250948e+03,-7.652923239165643210e+00
1.970666666666584206e+03,4.809447028339935315e+00
1.970749999999917463e+03,-2.874002606348175348e+01
1.970833333333250721e+03,-5.833939901070119305e+01
1.970916666666583978e+03,-3.481126186232251030e+01
1.970999999999917236e+03,-3.697873847078872345e+00
1.971083333333250494e+03,-1.661715159002596920e+01
1.971166666666583751e+03,-3.395137827878588155e+01
1.971249999999917009e+03,-2.233672785404341710e+01
1.971333333333250266e+03,1.689971829078366738e+00
1.971416666666583524e+03,6.428415819218251670e+00
1.971499999999916781e+03,-2.838303666479490062e+01
1.971583333333250039e+03,-5.085655719392219964e+01
1.971666666666583296e+03,-2.352876982066641176e+01
1.971749999999916554e+03,-2.091530729836051705e+00
1.971833333333249811e+03,-2.509648667203651229e+01
1.971916666666583069e+03,-3.663088951995661802e+01
1.971999999999916326e+03,-1.398749402746817339e+01
1.972083333333249584e+03,6.622939438862903927e+00
1.972166666666582842e+03,2.828975777123915236e+00
1.972249999999916099e+03,-2.924551769395847245e+01
1.972333333333249357e+03,-4.269561448105772428e+01
1.972416666666582614e+03,-1.806439416727779346e+01
1.972499999999915872e+03,-9.483792685526186261e+00
1.972583333333249129e+03,-3.528215446203173400e+01
1.972666666666582387e+03,-3.831710386593600504e+01
1.972749999999915644e+03,-9.819093483334944139e+00
1.972833333333248902e+03,5.357323264522410255e+00
1.972916666666582159e+03,-1.875480421917782081e+00
1.972999999999915417e+03,-2.800581320544085884e+01
1.973083333333248675e+03,-3.581021795180508605e+01
1.973166666666581932e+03,-1.405563483499772204e+01
1.973249999999915190e+03,-1.793358201834652021e+01
1.973333333333248447e+03,-4.662425352029524817e+01
1.973416666666581705e+03,-4.067465738317577717e+01
1.973499999999914962e+03,-1.109828064008586423e+01
1.973583333333248220e+03,-2.115377544489209782e+00
1.973666666666581477e+03,-5.730596266576389652e+00
